transportmean_name,line_number,order_number,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
METRO,6,6:21,acc_4_52_154,52,Guzmán el Bueno,Calle de Alberto Aguilera 62,40.43056,-3.71435,,http://www.crtm.es,2,est_4_52,,0
METRO,6,6:22,par_4_123,123,VICENTE ALEIXANDRE,Avda de Gregorio del Amo 4,40.44644,-3.71943,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,6,6:23,par_4_124,124,CIUDAD UNIVERSITARIA,Avda  Complutense 1,40.44356,-3.72678,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,6,6:24,par_4_53,53,MONCLOA,Plaza de la Moncloa 1,40.43502,-3.71945,A,http://www.crtm.es,0,est_90_14,,2
METRO,6,6:25,par_4_52,52,ARGÜELLES,Calle de Alberto Aguilera 72,40.43066,-3.71596,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,6,6:26,par_4_127,127,PRINCIPE PIO,Paseo de la Florida 2,40.42107,-3.72032,A,http://www.crtm.es,0,est_90_18,,1
METRO,6,6:27,par_4_128,128,PUERTA DEL ANGEL,Paseo de Extremadura 26,40.4139,-3.72724,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,6,6:28,par_4_129,129,ALTO DE EXTREMADURA,Paseo de Extremadura 154,40.40993,-3.73894,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,6,6:29,par_4_130,130,LUCERO,Calle de las Higueras 47,40.4051,-3.74534,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:1,par_4_296,296,HOSPITAL DEL HENARES,Cmno del Tiro SN,40.41761,-3.53453,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:2,par_4_292,292,HENARES,Avda de Algorta 12,40.41777,-3.52718,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:3,par_4_291,291,JARAMA,Plaza   Guernica 1,40.42295,-3.52549,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:4,par_4_290,290,SAN FERNANDO,Calle de Gonzalo de Córdoba 24,40.42441,-3.53541,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:5,par_4_289,289,LA RAMBLA,Calle   Honduras 2,40.42514,-3.54792,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:6,par_4_288,288,COSLADA CENTRAL,Calle del Doctor Fleming 41,40.42374,-3.56119,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:7,par_4_287,287,BARRIO DEL PUERTO,Avda de España 8,40.4225,-3.56919,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:8,par_4_286,286,ESTADIO METROPOLITANO,Avda de Arcentales 28,40.43339,-3.60015,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:9,par_4_132,132,LAS MUSAS,,40.43299,-3.60788,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:10,par_4_133,133,SAN BLAS,,40.42799,-3.61547,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:11,par_4_134,134,SIMANCAS,,40.42799,-3.62572,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:12,par_4_135,135,GARCIA NOBLEJAS,,40.42842,-3.6333,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:13,par_4_136,136,ASCAO,,40.43021,-3.64106,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:14,par_4_78,78,PUEBLO NUEVO,Calle de Alcalá 372,40.43569,-3.64282,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:15,par_4_138,138,BARRIO DE LA CONCEPCION,,40.4391,-3.652,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:16,par_4_139,139,PARQUE DE LAS AVENIDAS,,40.43945,-3.66297,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:17,par_4_140,140,CARTAGENA,,40.43934,-3.67215,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:18,par_4_64,64,AVENIDA DE AMERICA,Avda de América 9 A,40.43803,-3.67664,A,http://www.crtm.es,0,est_90_4,,0
METRO,7,7:19,par_4_142,142,GREGORIO MARAÑON,,40.43825,-3.69148,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:20,par_4_143,143,ALONSO CANO,,40.43838,-3.69925,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:21,par_4_41,41,CANAL,Calle de Bravo Murillo 40,40.43841,-3.70433,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:22,par_4_145,145,ISLAS FILIPINAS,,40.43907,-3.71373,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:23,acc_4_52_154,52,Guzmán el Bueno,Calle de Alberto Aguilera 62,40.43056,-3.71435,,http://www.crtm.es,2,est_4_52,,0
METRO,7,7:24,par_4_147,147,FRANCOS RODRIGUEZ,,40.45648,-3.71239,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:25,par_4_148,148,VALDEZARZA,,40.46482,-3.71597,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:26,par_4_149,149,ANTONIO MACHADO,,40.47022,-3.71769,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:27,par_4_150,150,PEÑAGRANDE,,40.47592,-3.71582,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:28,par_4_151,151,AVDA. DE LA ILUSTRACION,,40.4801,-3.7184,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:29,par_4_152,152,LACOMA,,40.48502,-3.72305,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,7,7:30,par_4_153,153,ARROYOFRESNO,,40.4909,-3.72604,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,7,7:31,par_4_154,154,PITIS,,40.49511,-3.72589,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,8,8:1,par_4_120,120,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.44662,-3.69241,A,http://www.crtm.es,0,est_90_71,,2
METRO,8,8:2,par_4_156,156,COLOMBIA,Calle del Príncipe de Vergara 258,40.45634,-3.67682,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,8,8:3,par_4_258,258,PINAR DEL REY,Avda de la Gran Vía de Hortaleza 47,40.468,-3.64867,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,8,8:4,par_4_71,71,MAR DE CRISTAL,Gta del Mar de Cristal 1 B,40.46943,-3.63832,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,8,8:5,par_4_158,158,FERIA DE MADRID,Avda del Partenón 5,40.46389,-3.6162,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,8,8:6,par_4_159,159,AEROPUERTO T1 T2 T3,Avda de la Hispanidad SN,40.46864,-3.56954,A,http://www.crtm.es,0,est_90_34,,2
METRO,8,8:7,par_4_160,160,BARAJAS,Cmno  Viejo de Hortaleza 10,40.47577,-3.58253,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,8,8:8,par_4_285,285,AEROPUERTO T4,Ctra de Alcobendas a Barajas SN,40.49177,-3.59325,A,http://www.crtm.es,0,est_90_33,,2
METRO,9,9:1,par_4_345,345,PACO DE LUCIA,Calle de Monasterio de Las Huelgas 5,40.49965,-3.70908,,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:2,acc_4_109_295,109,Mirasierra,Calle de Mirasierra 41,40.38822,-3.70374,,http://www.crtm.es,2,est_4_109,,0
METRO,9,9:3,par_4_161,161,HERRERA ORIA,Calle de Valencia de Don Juan 1,40.48466,-3.70751,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:4,par_4_162,162,BARRIO DEL PILAR,Calle de Ginzo de Limia 22,40.47689,-3.70316,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:5,par_4_163,163,VENTILLA,Avda de Asturias 39,40.46944,-3.69588,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:6,par_4_1,1,PLAZA DE CASTILLA,Paseo de la Castellana 189,40.4669,-3.68917,A,http://www.crtm.es,0,est_90_21,,0
METRO,9,9:7,par_4_165,165,DUQUE DE PASTRANA,Calle de Mateo Inurria 41,40.46763,-3.67917,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:8,par_4_166,166,PIO XII,Avda de Pío XII 27,40.463,-3.67579,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:9,par_4_156,156,COLOMBIA,Calle del Príncipe de Vergara 258,40.45634,-3.67682,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,9,9:10,par_4_168,168,CONCHA ESPINA,Calle del Príncipe de Vergara 210,40.45145,-3.67738,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:11,par_4_169,169,CRUZ DEL RAYO,Calle del Príncipe de Vergara 138,40.44427,-3.67821,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:12,par_4_64,64,AVENIDA DE AMERICA,Avda de América 9 A,40.43803,-3.67664,A,http://www.crtm.es,0,est_90_4,,0
METRO,9,9:13,par_4_83,83,NUÑEZ DE BALBOA,Calle de Juan Bravo 20,40.43278,-3.68258,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:14,par_4_31,31,PRINCIPE DE VERGARA,Calle de Alcalá 123,40.42294,-3.68012,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:15,par_4_173,173,IBIZA,Calle de Ibiza 1,40.41839,-3.67858,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:16,par_4_114,114,SAINZ DE BARANDA,Calle del Doctor Esquerdo 103,40.41507,-3.66951,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:17,par_4_175,175,ESTRELLA,Calle del Camino de los Vinateros 1,40.41147,-3.66179,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:18,par_4_176,176,VINATEROS,Calle del Camino de los Vinateros 70,40.41024,-3.65273,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:19,par_4_177,177,ARTILLEROS,Calle del Camino de los Vinateros 210,40.40522,-3.64181,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:20,par_4_178,178,PAVONES,Calle de la Hacienda de Pavones 342,40.40051,-3.63512,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,9,9:21,par_4_179,179,VALDEBERNARDO,Bulv de Indalecio Prieto 26,40.40005,-3.62156,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,9,9:22,par_4_180,180,VICALVARO,Calle de San Cipriano 11,40.40422,-3.60886,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,9,9:23,par_4_181,181,SAN CIPRIANO,Calle de San Cipriano 68,40.40381,-3.60239,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,9,9:24,par_4_182,182,PUERTA DE ARGANDA,Calle de San Cipriano 85,40.40132,-3.59598,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,9,9:25,par_4_183,183,RIVAS URBANIZACIONES,Plaza de Galicia 5,40.36677,-3.54728,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,9,9:26,par_4_300,300,RIVAS FUTURA,Calle   Concepción Arenal 1,40.34134,-3.52479,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,9,9:27,par_4_184,184,RIVAS VACIAMADRID,Calle   Areneros 6,40.32837,-3.5206,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,9,9:28,par_4_185,185,LA POVEDA,Parcela   9017 Polígono 1 S/N,40.31902,-3.47745,B3,http://www.crtm.es,0,,Europe/Madrid,2
METRO,9,9:29,par_4_186,186,ARGANDA DEL REY,Paseo de la Estación 37,40.30367,-3.44752,B3,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:1,par_4_284,284,HOSPITAL INFANTA SOFÍA,Paseo   Europa 11,40.55977,-3.61145,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:2,par_4_283,283,REYES CATOLICOS,Avda de la Plaza de Toros 7,40.55037,-3.6234,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:3,par_4_282,282,BAUNATAL,Avda de las Lomas del Rey 2,40.55442,-3.63513,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:4,par_4_281,281,MANUEL DE FALLA,Calle   Manuel de Falla 59,40.55048,-3.64688,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:5,par_4_280,280,MARQUES DE LA VALDAVIA,Calle del Marqués de la Valdavia 21,40.54102,-3.63738,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:6,par_4_279,279,LA MORALEJA,Avda de la Ermita 5,40.53196,-3.63556,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:7,par_4_278,278,LA GRANJA,Calle de Sepúlveda 1,40.5276,-3.65859,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:8,par_4_277,277,RONDA DE LA COMUNICACION,Ronda de la Comunicación 22,40.51553,-3.66277,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:9,par_4_276,276,LAS TABLAS,Calle de Palas de Rey 30,40.50833,-3.66944,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:10,par_4_275,275,MONTECARMELO,Avda de Monasterio de Silos 63 A,40.50525,-3.69575,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:11,par_4_274,274,TRES OLIVOS,Acces   M-607 SN,40.5012,-3.6952,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:12,acc_4_10_35,10,Fuencarral,Calle de Fuencarral 78,40.4262,-3.70103,,http://www.crtm.es,2,est_4_10,,0
METRO,10,10:13,par_4_188,188,BEGOÑA,Paseo de la Castellana 261,40.48041,-3.68585,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,10,10:14,par_4_261,261,CHAMARTIN,Calle de Agustín de Foxá 40,40.47203,-3.68259,A,http://www.crtm.es,0,est_90_25,,2
METRO,10,10:15,par_4_1,1,PLAZA DE CASTILLA,Paseo de la Castellana 189,40.4669,-3.68917,A,http://www.crtm.es,0,est_90_21,,0
METRO,10,10:16,par_4_191,191,CUZCO,Paseo de la Castellana 162,40.45842,-3.68985,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,10,10:17,par_4_192,192,SANTIAGO BERNABEU,Paseo de la Castellana 97,40.45159,-3.69038,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,10,10:18,par_4_120,120,NUEVOS MINISTERIOS,Calle de Raimundo Fernández Villaverde 67,40.44662,-3.69241,A,http://www.crtm.es,0,est_90_71,,2
METRO,10,10:19,par_4_142,142,GREGORIO MARAÑON,,40.43825,-3.69148,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:20,par_4_57,57,ALONSO MARTINEZ,Plaza de Alonso Martínez 4,40.42772,-3.69594,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,10,10:21,par_4_10,10,TRIBUNAL,Calle de Fuencarral 81,40.42619,-3.7011,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,10,10:22,par_4_50,50,PLAZA DE ESPAÑA,Plaza de España 1,40.42342,-3.7112,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:23,par_4_127,127,PRINCIPE PIO,Paseo de la Florida 2,40.42107,-3.72032,A,http://www.crtm.es,0,est_90_18,,1
METRO,10,10:24,par_4_199,199,LAGO,Ronda del Lago 3,40.41641,-3.73563,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:25,par_4_200,200,BATAN,Paseo de la Venta 1,40.40786,-3.75311,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:26,par_4_103,103,CASA DE CAMPO,Ctra del Zoo 1,40.40324,-3.76101,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:27,par_4_202,202,COLONIA JARDIN,Calle de Arenas de San Pedro 2,40.39698,-3.77462,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:28,par_4_257,257,AVIACION ESPAÑOLA,Paseo de Extremadura 463,40.38364,-3.78392,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:29,par_4_203,203,CUATRO VIENTOS,Col   Militar de Cuatro Vientos 6 B,40.37771,-3.79152,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:30,par_4_204,204,JOAQUIN VILUMBRALES,Avda de la Libertad 13,40.34985,-3.8072,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,10,10:31,par_4_205,205,PUERTA DEL SUR,Avda de la Libertad 2,40.34524,-3.81211,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,11,11:1,par_4_108,108,PLAZA ELIPTICA,Plaza de Fernández Ladreda 2,40.3846,-3.71837,A,http://www.crtm.es,0,est_90_36,,2
METRO,11,11:2,par_4_207,207,ABRANTES,Avda de Abrantes 77,40.38083,-3.7279,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,11,11:3,par_4_208,208,PAN BENDITO,Avda de Abrantes 289,40.37587,-3.73417,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,11,11:4,acc_4_90_247,90,San Francisco,Calle de Toledo 56,40.41108,-3.70868,,http://www.crtm.es,2,est_4_90,,0
METRO,11,11:5,par_4_255,255,CARABANCHEL ALTO,Avda de Carabanchel Alto 40,40.372,-3.75191,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,11,11:6,par_4_256,256,LA PESETA,Calle de Salvador Allende 3,40.36422,-3.7569,A,http://www.crtm.es,0,,Europe/Madrid,2
METRO,11,11:7,par_4_305,305,LA FORTUNA,Calle   San José 40,40.35795,-3.77783,,http://www.crtm.es,0,,Europe/Madrid,0
METRO,12,12:1,par_4_205,205,PUERTA DEL SUR,Avda de la Libertad 2,40.34524,-3.81211,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:2,par_4_210,210,PARQUE LISBOA,Calle de Porto Lagos 7,40.34969,-3.8212,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:3,par_4_211,211,ALCORCON CENTRAL,Avda de Móstoles 12,40.35008,-3.83178,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:4,par_4_212,212,PARQUE OESTE,Calle de Estambul 5,40.34589,-3.84934,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:5,par_4_213,213,UNIVERSIDAD REY JUAN CARLOS,Calle   Tulipán 2,40.33512,-3.87218,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:6,par_4_214,214,MOSTOLES CENTRAL,Paseo de la Estación 13,40.3285,-3.86354,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:7,par_4_215,215,PRADILLO,Calle de Agustina de Aragón 23,40.32168,-3.86489,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:8,par_4_216,216,HOSPITAL DE MOSTOLES,Calle del Río Sella 10,40.31652,-3.87471,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:9,acc_4_9_30,9,Manuela Malasaña,Gta de Bilbao 7,40.42876,-3.70206,,http://www.crtm.es,2,est_4_9,,0
METRO,12,12:10,par_4_218,218,LORANCA,Calle de la Alegría 4,40.29681,-3.83768,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:11,par_4_219,219,HOSPITAL DE FUENLABRADA,Cmno del Molino 3,40.28576,-3.81642,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:12,par_4_220,220,PARQUE EUROPA,Calle de Francia 34,40.28518,-3.80632,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:13,par_4_221,221,FUENLABRADA CENTRAL,Calle de la Vía SN,40.28268,-3.79891,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:14,par_4_222,222,PARQUE DE LOS ESTADOS,Calle de Venezuela 2,40.28684,-3.78697,B2,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:15,par_4_223,223,ARROYO CULEBRO,Paseo de Juan José Rosón 1,40.28874,-3.75682,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:16,par_4_224,224,CONSERVATORIO,Avda de las Arcas del Agua 5,40.29324,-3.74576,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:17,par_4_225,225,ALONSO DE MENDOZA,Calle del Greco 6,40.30081,-3.73664,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:18,par_4_226,226,GETAFE CENTRAL,Calle  Ferrocarril 2,40.30993,-3.73403,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:19,par_4_227,227,JUAN DE LA CIERVA,Avda de España 20,40.3118,-3.72224,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:20,par_4_228,228,EL CASAR,Avda del Casar 2,40.31862,-3.70985,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:21,par_4_229,229,LOS ESPARTALES,Avda   Rigoberta Menchú 3,40.32423,-3.7182,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:22,par_4_230,230,EL BERCIAL,Avda   Comandante José Manuel Ripollés 4,40.32907,-3.72963,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:23,par_4_231,231,EL CARRASCAL,Avda   Rey Juan Carlos I 85,40.33664,-3.74018,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:24,par_4_232,232,JULIAN BESTEIRO,Avda   Rey Juan Carlos I 23 A,40.33475,-3.75266,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:25,par_4_233,233,CASA DEL RELOJ,Avda   Gibraltar 11,40.3266,-3.75942,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:26,par_4_234,234,HOSPITAL SEVERO OCHOA,Avda   Orellana 3,40.32177,-3.76797,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:27,par_4_235,235,LEGANES CENTRAL,Calle  Virgen del Camino 1,40.32899,-3.77154,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,12,12:28,par_4_236,236,SAN NICASIO,Avda   Mar Mediterráneo SN,40.33616,-3.77587,B1,http://www.crtm.es,0,,Europe/Madrid,2
METRO,R,R:1,par_4_36,36,OPERA,Plaza de Isabel II 9,40.41809,-3.70942,A,http://www.crtm.es,0,,Europe/Madrid,0
METRO,R,R:2,par_4_127,127,PRINCIPE PIO,Paseo de la Florida 2,40.42107,-3.72032,A,http://www.crtm.es,0,est_90_18,,1
